City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description,Date
Komsomolskiy,40.4272,71.7189,75.92,38,32,6.91,UZ,scattered clouds,2022-08-11 20:23:39
Cape Town,-33.9258,18.4232,59.88,75,75,14.97,ZA,broken clouds,2022-08-11 20:20:11
Hanyang,32.1371,105.5126,76.77,84,100,2.46,CN,overcast clouds,2022-08-11 20:23:43
Ponta Do Sol,32.6667,-17.1,72.72,73,70,3.87,PT,broken clouds,2022-08-11 20:23:44
Victoria,22.2855,114.1577,81.32,93,99,5.01,HK,overcast clouds,2022-08-11 20:15:14
Tumut,-35.3,148.2167,48.42,97,100,2.26,AU,overcast clouds,2022-08-11 20:23:48
Ushuaia,-54.8,-68.3,38.82,87,75,4.61,AR,broken clouds,2022-08-11 20:18:54
Vaini,-21.2,-175.2,74.28,65,100,15.08,TO,overcast clouds,2022-08-11 20:13:53
Carnarvon,-24.8667,113.6333,59.7,34,0,15.99,AU,clear sky,2022-08-11 20:21:41
San Vicente,-26.6167,-54.1333,63.18,62,0,2.04,AR,clear sky,2022-08-11 20:23:54
Hobart,-42.8794,147.3294,43.05,91,0,4.61,AU,clear sky,2022-08-11 20:23:02
Port Hardy,50.6996,-127.4199,62.78,94,75,4.61,CA,broken clouds,2022-08-11 20:22:52
Borogontsy,62.6683,131.1683,58.6,98,97,3.56,RU,light rain,2022-08-11 20:23:58
Chardara,41.2547,67.9692,72.73,40,0,9.57,KZ,clear sky,2022-08-11 20:24:00
Puerto Ayora,-0.7393,-90.3518,78.76,93,100,8.01,EC,overcast clouds,2022-08-11 20:20:38
Jamestown,42.097,-79.2353,77.02,44,0,11.5,US,clear sky,2022-08-11 20:21:25
Palmer,42.1584,-72.3287,87.62,45,75,5.75,US,broken clouds,2022-08-11 20:24:03
Coron,11.9986,120.2043,77.25,87,74,3.76,PH,broken clouds,2022-08-11 20:24:05
Ushuaia,-54.8,-68.3,38.82,87,75,4.61,AR,broken clouds,2022-08-11 20:18:54
Aykhal,66.0,111.5,45.5,96,100,17.78,RU,light rain,2022-08-11 20:24:08
Nuevo Ideal,24.8875,-105.0728,76.21,42,82,5.91,MX,broken clouds,2022-08-11 20:24:11
Katangli,51.7102,143.2326,54.93,88,64,5.1,RU,broken clouds,2022-08-11 20:24:13
Punta Arenas,-53.15,-70.9167,39.31,65,40,11.5,CL,scattered clouds,2022-08-11 20:21:22
Shingu,33.7333,135.9833,78.04,92,100,1.7,JP,overcast clouds,2022-08-11 20:24:15
Puerto Ayora,-0.7393,-90.3518,78.76,93,100,8.01,EC,overcast clouds,2022-08-11 20:20:38
Avera,33.194,-82.5271,86.56,43,98,8.97,US,overcast clouds,2022-08-11 20:24:17
Castro,-24.7911,-50.0119,56.46,59,0,5.84,BR,clear sky,2022-08-11 20:17:25
Norman Wells,65.282,-126.8329,66.24,39,40,8.05,CA,scattered clouds,2022-08-11 20:24:20
Toamasina,-18.1667,49.3833,64.4,94,75,4.61,MG,light rain,2022-08-11 20:24:21
Ribeira Grande,38.5167,-28.7,77.4,73,20,12.66,PT,few clouds,2022-08-11 20:16:05
Albany,42.6001,-73.9662,83.68,53,93,10.74,US,overcast clouds,2022-08-11 20:20:59
Hermanus,-34.4187,19.2345,54.81,77,100,13.11,ZA,overcast clouds,2022-08-11 20:14:38
Ust-Ilimsk,58.0006,102.6619,52.99,96,17,3.74,RU,few clouds,2022-08-11 20:24:26
Saldanha,-33.0117,17.9442,55.45,87,100,9.91,ZA,overcast clouds,2022-08-11 20:24:28
Busselton,-33.65,115.3333,49.24,87,3,9.95,AU,clear sky,2022-08-11 20:14:31
Ushuaia,-54.8,-68.3,38.82,87,75,4.61,AR,broken clouds,2022-08-11 20:18:54
Palembang,-2.9167,104.7458,78.89,94,20,3.44,ID,few clouds,2022-08-11 20:24:31
Sao Filipe,14.8961,-24.4956,78.98,76,6,12.5,CV,clear sky,2022-08-11 20:24:34
Port Alfred,-33.5906,26.891,62.82,83,99,7.45,ZA,overcast clouds,2022-08-11 20:24:35
Evensk,61.95,159.2333,52.43,99,100,5.35,RU,overcast clouds,2022-08-11 20:24:36
Rumphi,-11.0186,33.8575,59.81,61,4,4.38,MW,clear sky,2022-08-11 20:24:38
Luchegorsk,46.4764,134.2569,59.13,97,62,3.33,RU,broken clouds,2022-08-11 20:23:19
Arraial Do Cabo,-22.9661,-42.0278,67.96,94,100,23.02,BR,mist,2022-08-11 20:21:32
The Valley,18.217,-63.0578,87.66,70,20,13.8,AI,few clouds,2022-08-11 20:23:00
Ushuaia,-54.8,-68.3,38.82,87,75,4.61,AR,broken clouds,2022-08-11 20:18:54
Ushuaia,-54.8,-68.3,38.82,87,75,4.61,AR,broken clouds,2022-08-11 20:18:54
Tiznit,29.5833,-9.5,72.3,67,3,3.09,MA,clear sky,2022-08-11 20:24:14
Hobart,-42.8794,147.3294,43.05,91,0,4.61,AU,clear sky,2022-08-11 20:23:02
Hobart,-42.8794,147.3294,43.05,91,0,4.61,AU,clear sky,2022-08-11 20:23:02
Komsomolskiy,40.4272,71.7189,75.92,38,32,6.91,UZ,scattered clouds,2022-08-11 20:23:39
Hithadhoo,-0.6,73.0833,81.64,75,3,7.49,MV,moderate rain,2022-08-11 20:21:40
Portland,45.5234,-122.6762,84.99,50,0,10.36,US,clear sky,2022-08-11 20:23:42
Rikitea,-23.1203,-134.9692,73.13,72,60,21.7,PF,broken clouds,2022-08-11 20:17:50
Nikolskoye,59.7035,30.7861,66.09,68,100,7.52,RU,overcast clouds,2022-08-11 20:24:53
Jamestown,42.097,-79.2353,77.02,44,0,11.5,US,clear sky,2022-08-11 20:21:25
Hobart,-42.8794,147.3294,43.05,91,0,4.61,AU,clear sky,2022-08-11 20:23:02
Rikitea,-23.1203,-134.9692,73.13,72,60,21.7,PF,broken clouds,2022-08-11 20:17:50
Cochabamba,-17.3895,-66.1568,82.15,10,0,5.01,BO,clear sky,2022-08-11 20:24:57
Hobart,-42.8794,147.3294,43.05,91,0,4.61,AU,clear sky,2022-08-11 20:23:02
Thompson,55.7435,-97.8558,78.96,47,40,12.66,CA,scattered clouds,2022-08-11 20:15:14
Mataura,-46.1927,168.8643,28.87,94,17,3.06,NZ,few clouds,2022-08-11 20:22:25
Dutse,11.7594,9.3392,74.55,77,98,5.41,NG,overcast clouds,2022-08-11 20:25:04
Bambous Virieux,-20.3428,57.7575,68.25,64,20,16.11,MU,light rain,2022-08-11 20:23:19
Puerto Ayora,-0.7393,-90.3518,78.76,93,100,8.01,EC,overcast clouds,2022-08-11 20:20:38
Zhangye,38.9342,100.4517,81.34,53,3,2.1,CN,clear sky,2022-08-11 20:24:04
Esperance,-33.8667,121.9,52.66,72,91,9.04,AU,overcast clouds,2022-08-11 20:20:16
Hobart,-42.8794,147.3294,43.05,91,0,4.61,AU,clear sky,2022-08-11 20:23:02
Hermanus,-34.4187,19.2345,55.8,77,100,13.11,ZA,overcast clouds,2022-08-11 20:25:13
Albany,42.6001,-73.9662,83.68,53,93,10.74,US,overcast clouds,2022-08-11 20:20:59
Sindou,10.6667,-5.1667,77.31,79,99,2.82,BF,overcast clouds,2022-08-11 20:25:16
Saint-Philippe,-21.3585,55.7679,65.21,69,41,13.31,RE,scattered clouds,2022-08-11 20:25:17
Lodwar,3.1191,35.5973,88.3,34,100,10.85,KE,overcast clouds,2022-08-11 20:25:19
Bluff,-46.6,168.3333,38.57,85,98,10.65,NZ,overcast clouds,2022-08-11 20:25:20
Rikitea,-23.1203,-134.9692,73.13,72,60,21.7,PF,broken clouds,2022-08-11 20:17:50
Albany,42.6001,-73.9662,83.68,53,93,10.74,US,overcast clouds,2022-08-11 20:20:59
Shahreza,32.0339,51.8794,76.37,24,0,10.13,IR,clear sky,2022-08-11 20:25:25
Guanica,17.9716,-66.908,84.97,84,95,14.32,PR,overcast clouds,2022-08-11 20:25:26
Provideniya,64.3833,-173.3,48.31,100,100,4.47,RU,fog,2022-08-11 20:16:40
Atuona,-9.8,-139.0333,76.86,70,59,28.36,PF,broken clouds,2022-08-11 20:23:36
Mataura,-46.1927,168.8643,28.87,94,17,3.06,NZ,few clouds,2022-08-11 20:22:25
Nuuk,64.1835,-51.7216,48.81,71,20,6.91,GL,few clouds,2022-08-11 20:25:32
Khatanga,71.9667,102.5,44.11,66,100,6.26,RU,overcast clouds,2022-08-11 20:15:46
Vaini,-21.2,-175.2,75.36,83,75,10.36,TO,broken clouds,2022-08-11 20:25:35
Jalu,29.0331,21.5482,84.83,39,0,14.54,LY,clear sky,2022-08-11 20:22:39
Tasiilaq,65.6145,-37.6368,35.76,82,29,2.64,GL,scattered clouds,2022-08-11 20:25:37
Herrenberg,48.5952,8.8665,70.0,48,98,4.68,DE,overcast clouds,2022-08-11 20:25:38
Castro,-24.7911,-50.0119,56.46,59,0,5.84,BR,clear sky,2022-08-11 20:17:25
Verkhnyaya Inta,65.9811,60.3094,50.11,90,45,7.16,RU,scattered clouds,2022-08-11 20:25:42
Bataipora,-22.2953,-53.2711,68.52,49,0,6.22,BR,clear sky,2022-08-11 20:25:43
Barrow,71.2906,-156.7887,44.62,93,100,21.85,US,mist,2022-08-11 20:25:45
Busselton,-33.65,115.3333,49.24,87,3,9.95,AU,clear sky,2022-08-11 20:21:44
Yellowknife,62.456,-114.3525,64.92,36,20,13.8,CA,few clouds,2022-08-11 20:25:47
Malakal,9.5334,31.6605,70.07,98,100,4.52,SS,overcast clouds,2022-08-11 20:25:48
Liverpool,53.4106,-2.9779,79.34,59,0,5.75,GB,clear sky,2022-08-11 20:23:11
New Norfolk,-42.7826,147.0587,42.71,82,96,0.89,AU,overcast clouds,2022-08-11 20:21:03
Saint George,37.1041,-113.5841,93.43,36,0,4.0,US,clear sky,2022-08-11 20:25:52
Hermanus,-34.4187,19.2345,55.8,77,100,13.11,ZA,overcast clouds,2022-08-11 20:25:13
Hermanus,-34.4187,19.2345,55.8,77,100,13.11,ZA,overcast clouds,2022-08-11 20:25:13
Codrington,-38.2667,141.9667,46.22,83,100,7.63,AU,overcast clouds,2022-08-11 20:25:57
Fereydun Kenar,36.6864,52.5225,80.82,83,0,0.0,IR,clear sky,2022-08-11 20:25:58
Qaanaaq,77.484,-69.3632,39.07,71,97,7.07,GL,overcast clouds,2022-08-11 20:26:00
Rikitea,-23.1203,-134.9692,73.13,72,60,21.7,PF,broken clouds,2022-08-11 20:17:50
Torit,4.4133,32.5678,69.69,99,100,2.53,SS,moderate rain,2022-08-11 20:26:03
Vrangel,42.7297,133.0839,66.9,87,10,5.26,RU,clear sky,2022-08-11 20:26:04
Hambantota,6.1241,81.1185,79.0,84,100,17.45,LK,overcast clouds,2022-08-11 20:26:07
Thinadhoo,0.5333,72.9333,81.14,77,5,5.14,MV,clear sky,2022-08-11 20:26:08
Hithadhoo,-0.6,73.0833,81.64,75,3,7.49,MV,moderate rain,2022-08-11 20:21:40
Vila Velha,-20.3297,-40.2925,75.15,71,0,13.8,BR,clear sky,2022-08-11 20:23:57
Bodden Town,19.2833,-81.25,84.99,74,75,6.91,KY,thunderstorm,2022-08-11 20:26:13
Ilulissat,69.2167,-51.1,36.41,96,100,1.43,GL,overcast clouds,2022-08-11 20:22:35
Guerrero Negro,27.9769,-114.0611,82.96,46,1,14.56,MX,clear sky,2022-08-11 20:26:15
Bilma,18.6853,12.9164,97.3,9,34,9.26,NE,scattered clouds,2022-08-11 20:26:17
Morros,-9.4467,-46.3003,95.4,13,2,1.28,BR,clear sky,2022-08-11 20:26:18
Vaini,-21.2,-175.2,75.36,83,75,10.36,TO,broken clouds,2022-08-11 20:25:35
Mount Gambier,-37.8333,140.7667,46.31,93,100,5.75,AU,light intensity shower rain,2022-08-11 20:22:45
Rikitea,-23.1203,-134.9692,73.13,72,60,21.7,PF,broken clouds,2022-08-11 20:17:50
Jalu,29.0331,21.5482,84.83,39,0,14.54,LY,clear sky,2022-08-11 20:22:39
Yulara,-25.2406,130.9889,45.52,47,0,9.08,AU,clear sky,2022-08-11 20:26:24
Albany,42.6001,-73.9662,83.68,53,93,10.74,US,overcast clouds,2022-08-11 20:20:59
Mataura,-46.1927,168.8643,28.87,94,17,3.06,NZ,few clouds,2022-08-11 20:22:25
Lagoa,39.05,-27.9833,73.85,81,100,13.67,PT,overcast clouds,2022-08-11 20:26:27
Lafiagi,8.8667,5.4167,74.97,94,100,1.59,NG,moderate rain,2022-08-11 20:26:29
Liberal,37.0431,-100.921,94.24,26,0,6.91,US,clear sky,2022-08-11 20:26:31
Hobart,-42.8794,147.3294,43.05,91,0,4.61,AU,clear sky,2022-08-11 20:23:02
Kulunda,52.566,78.9385,60.94,88,63,6.82,RU,broken clouds,2022-08-11 20:26:34
Quilmana,-12.95,-76.3833,68.34,65,21,8.14,PE,few clouds,2022-08-11 20:26:35
Broken Hill,-31.95,141.4333,46.33,49,14,14.56,AU,few clouds,2022-08-11 20:26:36
Chokurdakh,70.6333,147.9167,49.68,70,100,8.3,RU,overcast clouds,2022-08-11 20:24:19
Khatanga,71.9667,102.5,44.11,66,100,6.26,RU,overcast clouds,2022-08-11 20:24:19
Nuuk,64.1835,-51.7216,48.81,71,20,6.91,GL,few clouds,2022-08-11 20:25:32
Butaritari,3.0707,172.7902,81.86,74,99,12.19,KI,overcast clouds,2022-08-11 20:26:41
Chuy,-33.6971,-53.4616,57.29,78,7,5.39,UY,clear sky,2022-08-11 20:26:42
Kavieng,-2.5744,150.7967,81.12,78,96,12.15,PG,overcast clouds,2022-08-11 20:26:44
Kurtamysh,54.9103,64.4319,63.82,91,80,5.88,RU,broken clouds,2022-08-11 20:26:45
Touros,-5.1989,-35.4608,78.4,78,23,12.24,BR,few clouds,2022-08-11 20:25:20
Kiruna,67.8557,20.2251,49.12,66,100,18.41,SE,overcast clouds,2022-08-11 20:26:48
Castro,-24.7911,-50.0119,56.46,59,0,5.84,BR,clear sky,2022-08-11 20:17:25
Vila Franca Do Campo,37.7167,-25.4333,73.81,82,45,8.03,PT,scattered clouds,2022-08-11 20:17:53
Puerto Ayora,-0.7393,-90.3518,78.76,93,100,8.01,EC,overcast clouds,2022-08-11 20:20:38
Antalaha,-14.9003,50.2788,66.34,85,16,8.5,MG,few clouds,2022-08-11 20:26:53
Hermanus,-34.4187,19.2345,55.8,77,100,13.11,ZA,overcast clouds,2022-08-11 20:25:13
Ilulissat,69.2167,-51.1,36.41,96,100,1.43,GL,overcast clouds,2022-08-11 20:22:35
Bayan,46.0833,127.4,55.22,95,7,4.34,CN,clear sky,2022-08-11 20:26:57
Carnarvon,-24.8667,113.6333,59.7,34,0,15.99,AU,clear sky,2022-08-11 20:21:41
Mataura,-46.1927,168.8643,28.87,94,17,3.06,NZ,few clouds,2022-08-11 20:22:25
Morwa,22.9,73.8333,77.16,93,100,14.12,IN,overcast clouds,2022-08-11 20:27:01
Punta Arenas,-53.15,-70.9167,39.31,65,40,11.5,CL,scattered clouds,2022-08-11 20:21:22
Langham,52.3668,-106.9679,69.64,33,70,15.55,CA,broken clouds,2022-08-11 20:27:03
Mar Del Plata,-38.0023,-57.5575,60.94,59,0,13.8,AR,clear sky,2022-08-11 20:27:05
Vila Do Maio,15.1333,-23.2167,81.39,80,78,14.81,CV,broken clouds,2022-08-11 20:27:06
Sumenep,-7.0167,113.8667,79.92,82,59,10.13,ID,broken clouds,2022-08-11 20:27:07
Tiksi,71.6872,128.8694,40.28,97,100,12.39,RU,overcast clouds,2022-08-11 20:27:09
Ribeira Grande,38.5167,-28.7,77.4,73,20,12.66,PT,few clouds,2022-08-11 20:27:10
Punta Arenas,-53.15,-70.9167,39.31,65,40,11.5,CL,scattered clouds,2022-08-11 20:21:22
East London,-33.0153,27.9116,65.25,81,100,5.84,ZA,overcast clouds,2022-08-11 20:27:13
Atbasar,51.8,68.3333,64.74,77,20,6.89,KZ,few clouds,2022-08-11 20:27:14
Leshukonskoye,64.8989,45.7622,60.42,93,100,9.55,RU,light rain,2022-08-11 20:27:15
Mitchell,43.7094,-98.0298,91.38,52,0,12.66,US,clear sky,2022-08-11 20:27:17
Simbahan,6.3032,120.5836,82.9,72,87,3.13,PH,overcast clouds,2022-08-11 20:19:09
Tikapur,28.5,81.1333,80.65,77,19,3.96,NP,few clouds,2022-08-11 20:26:15
Vaini,-21.2,-175.2,75.36,83,75,10.36,TO,broken clouds,2022-08-11 20:25:35
Bilma,18.6853,12.9164,97.3,9,34,9.26,NE,scattered clouds,2022-08-11 20:26:17
Ushuaia,-54.8,-68.3,38.82,87,75,4.61,AR,broken clouds,2022-08-11 20:18:54
Sukhumi,43.0033,41.0153,74.03,90,20,4.9,GE,few clouds,2022-08-11 20:27:27
Hobart,-42.8794,147.3294,43.05,91,0,4.61,AU,clear sky,2022-08-11 20:23:02
Bredasdorp,-34.5322,20.0403,52.79,86,100,5.68,ZA,overcast clouds,2022-08-11 20:27:29
Rikitea,-23.1203,-134.9692,73.13,72,60,21.7,PF,broken clouds,2022-08-11 20:17:50
Namangan,40.9983,71.6726,75.65,46,40,2.3,UZ,scattered clouds,2022-08-11 20:27:32
Markapur,15.7333,79.2833,81.18,68,100,17.92,IN,overcast clouds,2022-08-11 20:27:33
Palamedu,10.1167,78.1167,80.91,62,100,2.82,IN,overcast clouds,2022-08-11 20:27:35
Punta Arenas,-53.15,-70.9167,39.31,65,40,11.5,CL,scattered clouds,2022-08-11 20:21:22
Novikovo,51.1537,37.8879,73.85,55,21,13.0,RU,few clouds,2022-08-11 20:27:37
Pisco,-13.7,-76.2167,62.65,77,20,9.22,PE,few clouds,2022-08-11 20:24:47
Rikitea,-23.1203,-134.9692,73.13,72,60,21.7,PF,broken clouds,2022-08-11 20:17:50
Cape Town,-33.9258,18.4232,59.88,75,75,14.97,ZA,broken clouds,2022-08-11 20:20:11
Ushuaia,-54.8,-68.3,38.82,87,75,4.61,AR,broken clouds,2022-08-11 20:18:54
Saint Anthony,45.0205,-93.218,84.96,43,0,9.22,US,clear sky,2022-08-11 20:24:21
Atuona,-9.8,-139.0333,76.86,70,59,28.36,PF,broken clouds,2022-08-11 20:23:36
Mabama,-5.1333,32.5333,73.98,34,84,4.81,TZ,broken clouds,2022-08-11 20:27:45
Cherskiy,68.75,161.3,60.51,61,95,6.46,RU,overcast clouds,2022-08-11 20:27:47
Ostrovnoy,68.0531,39.5131,53.82,88,5,8.41,RU,clear sky,2022-08-11 20:27:48
Yellowknife,62.456,-114.3525,64.92,36,20,13.8,CA,few clouds,2022-08-11 20:25:47
East London,-33.0153,27.9116,65.25,81,100,5.84,ZA,overcast clouds,2022-08-11 20:27:13
Saint-Philippe,-21.3585,55.7679,65.21,69,41,13.31,RE,scattered clouds,2022-08-11 20:25:17
Shahdadkot,27.8477,67.9055,94.28,44,16,6.51,PK,few clouds,2022-08-11 20:27:53
Ugoofaaru,5.6667,73.0,81.18,79,52,11.81,MV,broken clouds,2022-08-11 20:27:54
Touros,-5.1989,-35.4608,78.4,78,23,12.24,BR,few clouds,2022-08-11 20:25:20
Saint-Augustin,51.226,-58.6502,62.92,85,100,14.76,CA,overcast clouds,2022-08-11 20:27:57
Cidreira,-30.1811,-50.2056,61.41,78,2,6.93,BR,clear sky,2022-08-11 20:27:59
Port Alfred,-33.5906,26.891,62.82,83,99,7.45,ZA,overcast clouds,2022-08-11 20:24:35
Hithadhoo,-0.6,73.0833,81.64,75,3,7.49,MV,moderate rain,2022-08-11 20:21:40
Thompson,55.7435,-97.8558,78.96,47,40,12.66,CA,scattered clouds,2022-08-11 20:24:54
Hasaki,35.7333,140.8333,79.29,86,17,24.87,JP,few clouds,2022-08-11 20:28:05
Aykhal,66.0,111.5,45.5,96,100,17.78,RU,light rain,2022-08-11 20:24:08
Corn Island,12.1694,-83.0418,81.59,80,100,15.17,NI,overcast clouds,2022-08-11 20:28:08
Teguldet,57.3064,88.1667,50.41,75,0,5.12,RU,clear sky,2022-08-11 20:22:18
Saint-Philippe,-21.3585,55.7679,65.21,69,41,13.31,RE,scattered clouds,2022-08-11 20:25:17
Ushuaia,-54.8,-68.3,38.82,87,75,4.61,AR,broken clouds,2022-08-11 20:18:54
Yellowknife,62.456,-114.3525,64.92,36,20,13.8,CA,few clouds,2022-08-11 20:25:47
Ushuaia,-54.8,-68.3,38.82,87,75,4.61,AR,broken clouds,2022-08-11 20:18:54
Bambous Virieux,-20.3428,57.7575,68.25,64,20,16.11,MU,light rain,2022-08-11 20:23:19
Rikitea,-23.1203,-134.9692,73.13,72,60,21.7,PF,broken clouds,2022-08-11 20:17:50
Harbin,45.75,126.65,57.15,89,8,3.49,CN,clear sky,2022-08-11 20:23:52
Ushuaia,-54.8,-68.3,38.82,87,75,4.61,AR,broken clouds,2022-08-11 20:18:54
Gizo,-8.103,156.8419,80.33,78,93,6.11,SB,moderate rain,2022-08-11 20:28:21
Barrow,71.2906,-156.7887,44.62,93,100,21.85,US,mist,2022-08-11 20:25:45
Qaanaaq,77.484,-69.3632,39.07,71,97,7.07,GL,overcast clouds,2022-08-11 20:26:00
Rikitea,-23.1203,-134.9692,73.13,72,60,21.7,PF,broken clouds,2022-08-11 20:17:50
Beringovskiy,63.05,179.3167,52.68,84,100,16.15,RU,overcast clouds,2022-08-11 20:20:52
Maldonado,-34.6667,-54.9167,62.22,66,0,7.63,UY,clear sky,2022-08-11 20:28:27
Georgetown,5.4112,100.3354,83.89,89,20,2.3,MY,few clouds,2022-08-11 20:20:59
Geraldton,-28.7667,114.6,48.61,81,0,12.66,AU,clear sky,2022-08-11 20:28:30
Hofn,64.2539,-15.2082,51.78,83,63,15.52,IS,broken clouds,2022-08-11 20:28:32
Asau,46.4333,26.4,61.72,71,56,5.06,RO,light rain,2022-08-11 20:28:35
Puerto Ayora,-0.7393,-90.3518,78.76,93,100,8.01,EC,overcast clouds,2022-08-11 20:20:38
Ucluelet,48.9329,-125.5528,66.51,82,0,1.01,CA,clear sky,2022-08-11 20:28:37
Busselton,-33.65,115.3333,49.24,87,3,9.95,AU,clear sky,2022-08-11 20:21:44
Rikitea,-23.1203,-134.9692,73.13,72,60,21.7,PF,broken clouds,2022-08-11 20:17:50
Port Elizabeth,-33.918,25.5701,57.09,100,100,3.44,ZA,mist,2022-08-11 20:28:41
Cardoso,-20.0819,-49.9142,70.75,41,0,9.51,BR,clear sky,2022-08-11 20:28:42
Hasaki,35.7333,140.8333,79.29,86,17,24.87,JP,few clouds,2022-08-11 20:28:05
Krasnoarmeysk,51.0239,45.6969,68.36,74,62,8.28,RU,broken clouds,2022-08-11 20:28:45
Vaini,-21.2,-175.2,75.36,83,75,10.36,TO,broken clouds,2022-08-11 20:25:35
Carnarvon,-24.8667,113.6333,59.7,34,0,15.99,AU,clear sky,2022-08-11 20:21:41
Ponta Do Sol,32.6667,-17.1,72.72,73,70,3.87,PT,broken clouds,2022-08-11 20:23:44
Samarai,-10.6167,150.6667,78.84,82,98,17.54,PG,overcast clouds,2022-08-11 20:28:49
Luba,3.4568,8.5547,76.89,88,100,5.59,GQ,overcast clouds,2022-08-11 20:28:51
Morshansk,53.4435,41.8107,64.31,72,8,6.69,RU,clear sky,2022-08-11 20:28:52
Kapaa,22.0752,-159.319,82.38,73,20,16.11,US,few clouds,2022-08-11 20:23:32
Ushuaia,-54.8,-68.3,38.82,87,75,4.61,AR,broken clouds,2022-08-11 20:18:54
Zeya,53.75,127.2667,52.57,95,100,1.3,RU,overcast clouds,2022-08-11 20:28:55
Punta Arenas,-53.15,-70.9167,39.31,65,40,11.5,CL,scattered clouds,2022-08-11 20:21:22
Yulara,-25.2406,130.9889,45.52,47,0,9.08,AU,clear sky,2022-08-11 20:26:24
Kapaa,22.0752,-159.319,82.38,73,20,16.11,US,few clouds,2022-08-11 20:23:32
Butaritari,3.0707,172.7902,81.86,74,99,12.19,KI,overcast clouds,2022-08-11 20:26:41
Egvekinot,66.3167,-179.1667,47.5,93,100,5.08,RU,overcast clouds,2022-08-11 20:29:01
Avarua,-21.2078,-159.775,77.05,78,49,13.8,CK,scattered clouds,2022-08-11 20:29:03
Atuona,-9.8,-139.0333,76.86,70,59,28.36,PF,broken clouds,2022-08-11 20:23:36
Kavieng,-2.5744,150.7967,81.12,78,96,12.15,PG,overcast clouds,2022-08-11 20:26:44
Wuzhou,23.4833,111.3167,74.1,97,12,3.15,CN,few clouds,2022-08-11 20:29:06
Butaritari,3.0707,172.7902,81.86,74,99,12.19,KI,overcast clouds,2022-08-11 20:26:41
Te Anau,-45.4167,167.7167,28.96,92,28,1.12,NZ,scattered clouds,2022-08-11 20:29:09
Sayat,38.7839,63.8803,77.27,26,0,12.37,TM,clear sky,2022-08-11 20:29:10
Ushuaia,-54.8,-68.3,38.82,87,75,4.61,AR,broken clouds,2022-08-11 20:18:54
Hobyo,5.3505,48.5268,76.46,80,63,25.93,SO,broken clouds,2022-08-11 20:29:13
Taoudenni,22.6783,-3.9836,105.39,9,0,4.14,ML,clear sky,2022-08-11 20:29:14
Barrow,71.2906,-156.7887,44.62,93,100,21.85,US,mist,2022-08-11 20:25:45
Pafos,34.7667,32.4167,80.38,74,40,4.61,CY,scattered clouds,2022-08-11 20:29:16
Rikitea,-23.1203,-134.9692,73.13,72,60,21.7,PF,broken clouds,2022-08-11 20:17:50
Charters Towers,-20.1,146.2667,55.85,88,0,7.31,AU,clear sky,2022-08-11 20:29:19
Torbay,47.6666,-52.7314,61.29,87,100,8.05,CA,light intensity drizzle,2022-08-11 20:25:29
Puerto Escondido,15.85,-97.0667,88.63,58,40,10.36,MX,scattered clouds,2022-08-11 20:29:21
Berlevag,70.8578,29.0864,53.4,87,100,20.71,NO,light rain,2022-08-11 20:29:23
Port Alfred,-33.5906,26.891,62.82,83,99,7.45,ZA,overcast clouds,2022-08-11 20:24:35
Butaritari,3.0707,172.7902,81.86,74,99,12.19,KI,overcast clouds,2022-08-11 20:26:41
Rikitea,-23.1203,-134.9692,73.13,72,60,21.7,PF,broken clouds,2022-08-11 20:17:50
Aklavik,68.2191,-135.0107,64.4,55,40,6.91,CA,scattered clouds,2022-08-11 20:29:27
Changtu,42.7788,124.0955,64.85,97,24,5.39,CN,few clouds,2022-08-11 20:29:29
Williston,48.147,-103.618,76.03,61,100,5.99,US,overcast clouds,2022-08-11 20:29:10
Chokurdakh,70.6333,147.9167,49.68,70,100,8.3,RU,overcast clouds,2022-08-11 20:24:19
Zaysan,47.4667,84.8667,68.92,38,59,6.42,KZ,broken clouds,2022-08-11 20:29:32
Aspindza,41.5739,43.2483,61.84,86,0,3.42,GE,clear sky,2022-08-11 20:29:35
Manokwari,-0.8667,134.0833,77.79,76,51,4.16,ID,broken clouds,2022-08-11 20:29:37
Vaini,-21.2,-175.2,75.36,83,75,10.36,TO,broken clouds,2022-08-11 20:25:35
Dambulla,7.86,80.6517,77.14,77,100,10.74,LK,overcast clouds,2022-08-11 20:29:40
Puerto Ayora,-0.7393,-90.3518,78.76,93,100,8.01,EC,overcast clouds,2022-08-11 20:20:38
Katsuura,35.1333,140.3,80.89,85,55,21.83,JP,broken clouds,2022-08-11 20:29:42
Albany,42.6001,-73.9662,83.68,53,93,10.74,US,overcast clouds,2022-08-11 20:20:59
Bluff,-46.6,168.3333,38.57,85,98,10.65,NZ,overcast clouds,2022-08-11 20:25:20
Zhigalovo,54.8097,105.1578,53.42,95,92,3.36,RU,overcast clouds,2022-08-11 20:29:46
Cape Town,-33.9258,18.4232,59.88,75,75,14.97,ZA,broken clouds,2022-08-11 20:20:11
Hermanus,-34.4187,19.2345,55.8,77,100,13.11,ZA,overcast clouds,2022-08-11 20:25:13
Jacareacanga,-6.2222,-57.7528,97.68,26,5,1.88,BR,clear sky,2022-08-11 20:29:49
Saint-Philippe,-21.3585,55.7679,65.21,69,41,13.31,RE,scattered clouds,2022-08-11 20:25:17
